gene_stable_id	accession	gene_display_label	gene_desc	gene_biotype	chr_name	gene_start	gene_end	gene_strand	gene_source	gene_version	trans_stable_id	prot_stable_id	display_label	info_type	target_chembl_id	db_source	target_type	pref_name	action_types	molecue_summary	max_molecule_phase_for_target	priority	drug_type	status
ENSG00000189091	Q15393	SF3B3	splicing factor 3b, subunit 3, 130kDa [Source:HGNC Symbol;Acc:10770]	protein_coding	16	70557691	70608820	1	ensembl_havana	8	ENST00000302516	ENSP00000305790	SF3B3_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000189108	Q9NP60	IL1RAPL2	interleukin 1 receptor accessory protein-like 2 [Source:HGNC Symbol;Acc:5997]	protein_coding	X	103810996	105011822	1	ensembl_havana	8	ENST00000372582|ENST00000344799	ENSP00000361663|ENSP00000344976	IRPL2_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000189171	Q99584	S100A13	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:10490]	protein_coding	1	153591263	153606568	-1	ensembl_havana	9	ENST00000339556|ENST00000368699|ENST00000440685|ENST00000392623|ENST00000392622	ENSP00000344822|ENSP00000357688|ENSP00000392767|ENSP00000376399|ENSP00000376398	S10AD_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000189221	P21397	MAOA	monoamine oxidase A [Source:HGNC Symbol;Acc:6833]	protein_coding	X	43515467	43606068	1	ensembl_havana	5	ENST00000338702|ENST00000542639	ENSP00000340684|ENSP00000440846	AOFA_HUMAN	DIRECT	CHEMBL1951	SWISS-PROT	SINGLE PROTEIN	Monoamine oxidase A	INHIBITOR|ACTIVATOR	CHEMBL3707400 [INDANTADOL][2][INHIBITOR][Small molecule]|CHEMBL2105233 [PROXIBARBAL][4][ACTIVATOR][Small molecule]|CHEMBL1364551 [MINAPRINE HYDROCHLORIDE][4][INHIBITOR][Small molecule]|CHEMBL278819 [MINAPRINE][4][INHIBITOR][Small molecule]	4	1	ADME | SMALL_MOL	ORIGINAL
ENSG00000189221	P21397	MAOA	monoamine oxidase A [Source:HGNC Symbol;Acc:6833]	protein_coding	X	43515467	43606068	1	ensembl_havana	5	ENST00000338702|ENST00000542639	ENSP00000340684|ENSP00000440846	AOFA_HUMAN	DIRECT	CHEMBL2095205	SWISS-PROT	PROTEIN FAMILY	Monoamine oxidase	INHIBITOR	CHEMBL1200895 [PHENELZINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL1200425 [PARGYLINE HYDROCHLORIDE][4][INHIBITOR][Small molecule]|CHEMBL1201168 [ISOCARBOXAZID][4][INHIBITOR][Small molecule]|CHEMBL3989698 [TRANYLCYPROMINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL1909283 [MEBANAZINE][4][INHIBITOR][Small molecule]|CHEMBL1256841 [NIALAMIDE][4][INHIBITOR][Small molecule]|CHEMBL1909286 [PHENOXYPROPAZINE][4][INHIBITOR][Small molecule]	4	1	ADME | SMALL_MOL	ORIGINAL
ENSG00000189377	Q6UXB2	CXCL17	chemokine (C-X-C motif) ligand 17 [Source:HGNC Symbol;Acc:19232]	protein_coding	19	42932440	42947200	-1	ensembl_havana	4	ENST00000601181	ENSP00000472467	VCC1_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000189403	P09429	HMGB1	high mobility group box 1 [Source:HGNC Symbol;Acc:4983]	protein_coding	13	31032884	31191734	-1	ensembl_havana	10	ENST00000405805|ENST00000339872|ENST00000341423|ENST00000399494	ENSP00000384678|ENSP00000343040|ENSP00000345347|ENSP00000382417	HMGB1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000189430	O76036	NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:6731]	protein_coding	19	55417508	55427508	1	ensembl_havana	8	ENST00000291890|ENST00000594765|ENST00000350790|ENST00000338835|ENST00000357397|ENST00000447255	ENSP00000291890|ENSP00000471986|ENSP00000344358|ENSP00000339515|ENSP00000349972|ENSP00000404434	NCTR1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196083	Q9NPH3	IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:5995]	protein_coding	3	190231840	190375843	1	ensembl_havana	5	ENST00000072516|ENST00000439062|ENST00000447382|ENST00000422485|ENST00000422940|ENST00000413869|ENST00000342550|ENST00000317757|ENST00000443369|ENST00000412504	ENSP00000072516|ENSP00000401132|ENSP00000390541|ENSP00000409352|ENSP00000387371|ENSP00000416296|ENSP00000345829|ENSP00000314807|ENSP00000408893|ENSP00000412053	IL1AP_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196101	P79483	HLA-DRB3	major histocompatibility complex, class II, DR beta 3 [Source:HGNC Symbol;Acc:4951]	protein_coding	HSCHR6_MHC_QBL	32417557	32430644	-1	ensembl_havana	4	ENST00000307137	ENSP00000302517	DRB3_HUMAN	DIRECT	CHEMBL3988561	SWISS-PROT	PROTEIN FAMILY	Human leukocyte antigen DR beta chain	INHIBITOR	CHEMBL2108252 [APOLIZUMAB][2][INHIBITOR][Antibody]	2	2	BIO_MOL	CHEMBL_MECHANISM
ENSG00000196104	Q9BQ16	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 [Source:HGNC Symbol;Acc:13565]	protein_coding	4	167654535	168155947	-1	ensembl_havana	6	ENST00000357154|ENST00000357545|ENST00000504953|ENST00000511531|ENST00000506886|ENST00000510741|ENST00000502330|ENST00000512681|ENST00000511269|ENST00000512648|ENST00000541637|ENST00000534949|ENST00000421836|ENST00000541354	ENSP00000349677|ENSP00000350153|ENSP00000425570|ENSP00000423421|ENSP00000420920|ENSP00000426716|ENSP00000423606|ENSP00000426318|ENSP00000425502|ENSP00000426177|ENSP00000445430|ENSP00000438142|ENSP00000411344|ENSP00000444789	TICN3_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196126	P01911	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding	6	32546546	32557625	-1	ensembl_havana	6	ENST00000360004	ENSP00000353099	2B1F_HUMAN	DIRECT	CHEMBL3831291	SWISS-PROT	SINGLE PROTEIN	HLA class II histocompatibility antigen, DRB1-15 beta chain	MODULATOR	CHEMBL2108712 [PLOVAMER ACETATE][2][MODULATOR][Small molecule]	2	1	BIO_MOL	ORIGINAL
ENSG00000196126	P01911	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding	6	32546546	32557625	-1	ensembl_havana	6	ENST00000360004	ENSP00000353099	2B1F_HUMAN	DIRECT	CHEMBL3988561	SWISS-PROT	PROTEIN FAMILY	Human leukocyte antigen DR beta chain	INHIBITOR	CHEMBL2108252 [APOLIZUMAB][2][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000196126	P04229	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding	6	32546546	32557625	-1	ensembl_havana	6	ENST00000360004	ENSP00000353099	2B11_HUMAN	DIRECT	CHEMBL3988561	SWISS-PROT	PROTEIN FAMILY	Human leukocyte antigen DR beta chain	INHIBITOR	CHEMBL2108252 [APOLIZUMAB][2][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000196126	Q29974	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding	6	32546546	32557625	-1	ensembl_havana	6	ENST00000360004	ENSP00000353099	2B1G_HUMAN	DIRECT	CHEMBL3988561	SWISS-PROT	PROTEIN FAMILY	Human leukocyte antigen DR beta chain	INHIBITOR	CHEMBL2108252 [APOLIZUMAB][2][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000196126	Q9GIY3	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]	protein_coding	6	32546546	32557625	-1	ensembl_havana	6	ENST00000360004	ENSP00000353099	2B1E_HUMAN	DIRECT	CHEMBL3988561	SWISS-PROT	PROTEIN FAMILY	Human leukocyte antigen DR beta chain	INHIBITOR	CHEMBL2108252 [APOLIZUMAB][2][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000196131	Q8NFZ6	VN1R2	vomeronasal 1 receptor 2 [Source:HGNC Symbol;Acc:19872]	protein_coding	19	53761545	53765090	1	ensembl_havana	6	ENST00000341702	ENSP00000351244	VN1R2_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000196132	Q01538	MYT1	myelin transcription factor 1 [Source:HGNC Symbol;Acc:7622]	protein_coding	20	62783144	62873604	1	ensembl_havana	7	ENST00000328439	ENSP00000327465	MYT1_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000196136	P01011	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:16]	protein_coding	14	95078714	95090392	1	ensembl_havana	12	ENST00000393080|ENST00000467132|ENST00000556968|ENST00000393078	ENSP00000376795|ENSP00000450540|ENSP00000452476|ENSP00000376793	AACT_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196139	P42330	AKR1C3	aldo-keto reductase family 1, member C3 [Source:HGNC Symbol;Acc:386]	protein_coding	10	5077546	5149878	1	ensembl_havana	7	ENST00000380554	ENSP00000369927	AK1C3_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000196159	Q6V0I7	FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:23109]	protein_coding	4	126237554	126414087	1	ensembl_havana	7	ENST00000394329|ENST00000335110	ENSP00000377862|ENSP00000335169	FAT4_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000196176	P62805	HIST1H4A	histone cluster 1, H4a [Source:HGNC Symbol;Acc:4781]	protein_coding	6	26021907	26022278	1	ensembl_havana	7	ENST00000359907	ENSP00000352980	H4_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196182	Q8N2I9	STK40	serine/threonine kinase 40 [Source:HGNC Symbol;Acc:21373]	protein_coding	1	36805225	36851497	-1	ensembl_havana	6	ENST00000359297|ENST00000373129|ENST00000373130|ENST00000373132	ENSP00000352245|ENSP00000362221|ENSP00000362222|ENSP00000362224	STK40_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000196188	P14091	CTSE	cathepsin E [Source:HGNC Symbol;Acc:2530]	protein_coding	1	206317459	206332104	1	ensembl_havana	6	ENST00000358184|ENST00000360218	ENSP00000350911|ENSP00000353350	CATE_HUMAN	DIRECT								1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196218	P21817	RYR1	ryanodine receptor 1 (skeletal) [Source:HGNC Symbol;Acc:10483]	protein_coding	19	38924339	39078204	1	ensembl_havana	7	ENST00000355481|ENST00000359596|ENST00000360985	ENSP00000347667|ENSP00000352608|ENSP00000354254	RYR1_HUMAN	DIRECT	CHEMBL1846	SWISS-PROT	SINGLE PROTEIN	Ryanodine receptor 1	ANTAGONIST	CHEMBL928 [DANTROLENE SODIUM][4][ANTAGONIST][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196230	P07437	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:20778]	protein_coding	6	30687978	30693203	1	ensembl_havana	8	ENST00000327892	ENSP00000339001	TBB5_HUMAN	DIRECT	CHEMBL2095182	SWISS-PROT	PROTEIN COMPLEX GROUP	Tubulin	INHIBITOR|STABILISER|DISRUPTING AGENT	CHEMBL1743082 [TRASTUZUMAB EMTANSINE][4][INHIBITOR][Antibody]|CHEMBL1742994 [BRENTUXIMAB VEDOTIN][4][INHIBITOR][Antibody]|CHEMBL428647 [PACLITAXEL][4][INHIBITOR][Small molecule]|CHEMBL3545252 [DOCETAXEL][4][INHIBITOR][Small molecule]|CHEMBL1683544 [ERIBULIN MESYLATE][4][INHIBITOR][Small molecule]|CHEMBL1201748 [CABAZITAXEL][4][INHIBITOR][Small molecule]|CHEMBL107 [COLCHICINE][4][INHIBITOR][Small molecule]|CHEMBL1201752 [IXABEPILONE][4][INHIBITOR][Small molecule]|CHEMBL501867 [VINCRISTINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL538943 [VINORELBINE TARTRATE][4][INHIBITOR][Small molecule]|CHEMBL378544 [VINBLASTINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL2108628 [PACLITAXEL POLIGLUMEX][3][STABILISER][Unknown]|CHEMBL49642 [INDIBULIN][1][INHIBITOR][Small molecule]|CHEMBL2103826 [DAVUNETIDE][2][STABILISER][Protein]|CHEMBL2103852 [CROLIBULIN][1][INHIBITOR][Small molecule]|CHEMBL552212 [LEXIBULIN][2][INHIBITOR][Small molecule]|CHEMBL2110725 [VINFLUNINE][4][INHIBITOR][Small molecule]|CHEMBL289351 [FOSBRETABULIN DISODIUM][2][INHIBITOR][Small molecule]|CHEMBL2105643 [FOSBRETABULIN TROMETHAMINE][2][DISRUPTING AGENT][Small molecule]|CHEMBL2304041 [SAGOPILONE][2][STABILISER][Small molecule]|CHEMBL1096380 [PLINABULIN][3][INHIBITOR][Small molecule]|CHEMBL492399 [VERUBULIN][2][DISRUPTING AGENT][Small molecule]|CHEMBL3545132 [MIRVETUXIMAB SORAVTANSINE][3][INHIBITOR][Antibody]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196236	Q9NQH7	XPNPEP3	X-prolyl aminopeptidase (aminopeptidase P) 3, putative [Source:HGNC Symbol;Acc:28052]	protein_coding	22	41253081	41363838	1	ensembl_havana	8	ENST00000357137|ENST00000541156|ENST00000414396|ENST00000544094	ENSP00000349658|ENSP00000443682|ENSP00000397110|ENSP00000441942	XPP3_HUMAN	DIRECT	CHEMBL3831223	SWISS-PROT	PROTEIN FAMILY	Aminopeptidase	INHIBITOR	CHEMBL2103847 [TOSEDOSTAT][2][INHIBITOR][Small molecule]	2	2	SMALL_MOL	CHEMBL_MECHANISM
ENSG00000196260	Q6UW10	SFTA2	surfactant associated 2 [Source:HGNC Symbol;Acc:18386]	protein_coding	6	30899130	30899952	-1	ensembl_havana	3	ENST00000359086	ENSP00000351989	SFTA2_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000196262	P62937	PPIA	peptidylprolyl isomerase A (cyclophilin A) [Source:HGNC Symbol;Acc:9253]	protein_coding	7	44836279	44864163	1	ensembl_havana	9	ENST00000468812	ENSP00000419425	PPIA_HUMAN	DIRECT	CHEMBL1949	SWISS-PROT	SINGLE PROTEIN	Cyclophilin A	MODULATOR	CHEMBL160 [CYCLOSPORINE][4][MODULATOR][Protein]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196277	Q14831	GRM7	glutamate receptor, metabotropic 7 [Source:HGNC Symbol;Acc:4599]	protein_coding	3	6811688	7783215	1	ensembl_havana	11	ENST00000467425|ENST00000357716|ENST00000486284|ENST00000389336|ENST00000389335|ENST00000403881|ENST00000402647	ENSP00000419835|ENSP00000350348|ENSP00000417536|ENSP00000373987|ENSP00000373986|ENSP00000385664|ENSP00000384585	GRM7_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000196296	O14983	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:HGNC Symbol;Acc:811]	protein_coding	16	28889726	28915830	1	ensembl_havana	9	ENST00000357084|ENST00000395503	ENSP00000349595|ENSP00000378879	AT2A1_HUMAN	DIRECT								3	SMALL_MOL	ORIGINAL
ENSG00000196305	P41252	IARS	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:5330]	protein_coding	9	94972489	95056038	-1	ensembl_havana	13	ENST00000375643|ENST00000443024	ENSP00000364794|ENSP00000406448	SYIC_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000196337	P01233	CGB7	chorionic gonadotropin, beta polypeptide 7 [Source:HGNC Symbol;Acc:16451]	protein_coding	19	49557531	49562117	-1	ensembl_havana	6	ENST00000596965|ENST00000597853|ENST00000377280	ENSP00000469076|ENSP00000470813|ENSP00000366493	CGHB_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000196338	Q9NZ94	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:14289]	protein_coding	X	70364681	70391051	1	ensembl_havana	8	ENST00000374051|ENST00000358741	ENSP00000363163|ENSP00000351591	NLGN3_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000196344	P40394	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:256]	protein_coding	4	100333418	100356894	-1	ensembl_havana	7	ENST00000437033|ENST00000476959|ENST00000209665	ENSP00000414254|ENSP00000420269|ENSP00000209665	ADH7_HUMAN	DIRECT	CHEMBL2096668	SWISS-PROT	PROTEIN FAMILY	Alcohol dehydrogenase	INHIBITOR	CHEMBL1909285 [NITREFAZOLE][4][INHIBITOR][Small molecule]	4	1	ADME | BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196352	P08174	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:2665]	protein_coding	1	207494853	207534311	1	ensembl_havana	9	ENST00000367064|ENST00000314754|ENST00000367065|ENST00000391920|ENST00000367062	ENSP00000356031|ENSP00000316333|ENSP00000356032|ENSP00000375787|ENSP00000356029	DAF_HUMAN	DIRECT								1	BIO_MOL	ORIGINAL
ENSG00000196363	P61964	WDR5	WD repeat domain 5 [Source:HGNC Symbol;Acc:12757]	protein_coding	9	137000487	137025093	1	ensembl_havana	5	ENST00000358625|ENST00000425041	ENSP00000351446|ENSP00000401889	WDR5_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000196396	P18031	PTPN1	protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:9642]	protein_coding	20	49126891	49201299	1	ensembl_havana	5	ENST00000371621	ENSP00000360683	PTN1_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000196411	P54760	EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:3395]	protein_coding	7	100400187	100425121	-1	ensembl_havana	5	ENST00000358173	ENSP00000350896	EPHB4_HUMAN	DIRECT	CHEMBL2363043	SWISS-PROT	PROTEIN FAMILY	Ephrin receptor	INHIBITOR	CHEMBL24828 [VANDETANIB][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196411	P54760	EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:3395]	protein_coding	7	100400187	100425121	-1	ensembl_havana	5	ENST00000358173	ENSP00000350896	EPHB4_HUMAN	DIRECT	CHEMBL5147	SWISS-PROT	SINGLE PROTEIN	Ephrin type-B receptor 4	INHIBITOR	CHEMBL3545155 [JI-101][2][INHIBITOR][Small molecule]|CHEMBL403989 [TG100-801][2][INHIBITOR][Small molecule]|CHEMBL3544983 [TESEVATINIB][2][INHIBITOR][Small molecule]	2	1	SMALL_MOL	ORIGINAL
ENSG00000196415	P24158	PRTN3	proteinase 3 [Source:HGNC Symbol;Acc:9495]	protein_coding	19	840963	848175	1	ensembl_havana	5	ENST00000234347	ENSP00000234347	PRTN3_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000196455	Q99570	PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4 [Source:HGNC Symbol;Acc:8982]	protein_coding	3	130397779	130465673	-1	ensembl_havana	3	ENST00000356763	ENSP00000349205	PI3R4_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000196468		FGF16	fibroblast growth factor 16 [Source:HGNC Symbol;Acc:3672]	protein_coding	X	76709648	76712769	1	havana	5												1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196482	P62508	ESRRG	estrogen-related receptor gamma [Source:HGNC Symbol;Acc:3474]	protein_coding	1	216676588	217311097	-1	ensembl_havana	12	ENST00000366940|ENST00000366937|ENST00000408911|ENST00000360012|ENST00000361395|ENST00000366938|ENST00000359162|ENST00000493603|ENST00000463665|ENST00000487276|ENST00000493748|ENST00000361525|ENST00000391890	ENSP00000355907|ENSP00000355904|ENSP00000386171|ENSP00000353108|ENSP00000354584|ENSP00000355905|ENSP00000352077|ENSP00000419594|ENSP00000418629|ENSP00000419155|ENSP00000417374|ENSP00000355225|ENSP00000375761	ERR3_HUMAN	DIRECT	CHEMBL4245	SWISS-PROT	SINGLE PROTEIN	Estrogen-related receptor gamma	ANTAGONIST	CHEMBL10041 [AFIMOXIFENE][2][ANTAGONIST][Small molecule]	2	2	SMALL_MOL	ORIGINAL
ENSG00000196498	Q9Y618	NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:7673]	protein_coding	12	124808961	125052135	-1	ensembl_havana	9	ENST00000356219	ENSP00000348551	NCOR2_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000196502	P50225	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 [Source:HGNC Symbol;Acc:11453]	protein_coding	16	28616903	28634946	-1	ensembl_havana	7	ENST00000350842|ENST00000569554|ENST00000314752|ENST00000395609|ENST00000395607	ENSP00000329399|ENSP00000457912|ENSP00000321988|ENSP00000378972|ENSP00000378971	ST1A1_HUMAN	DIRECT								1	ADME	ORIGINAL
ENSG00000196517	P48067	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:11056]	protein_coding	1	44457172	44497139	-1	ensembl_havana	7	ENST00000372310|ENST00000360584|ENST00000357730	ENSP00000361384|ENSP00000353791|ENSP00000350362	SC6A9_HUMAN	DIRECT	CHEMBL2337	SWISS-PROT	SINGLE PROTEIN	Glycine transporter 1	INHIBITOR	CHEMBL1171829 [BITOPERTIN][3][INHIBITOR][Small molecule]	3	1	SMALL_MOL	ORIGINAL
ENSG00000196539	Q8NH03	OR2T3	olfactory receptor, family 2, subfamily T, member 3 [Source:HGNC Symbol;Acc:14727]	protein_coding	1	248636627	248637634	1	ensembl_havana	2	ENST00000359594	ENSP00000352604	OR2T3_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000196549	P08473	MME	membrane metallo-endopeptidase [Source:HGNC Symbol;Acc:7154]	protein_coding	3	154741913	154901497	1	ensembl_havana	6	ENST00000492661|ENST00000460393|ENST00000462745|ENST00000493237|ENST00000360490	ENSP00000420389|ENSP00000418525|ENSP00000419653|ENSP00000417079|ENSP00000353679	NEP_HUMAN	DIRECT	CHEMBL1944	SWISS-PROT	SINGLE PROTEIN	Neprilysin	INHIBITOR	CHEMBL3137301 [SACUBITRIL][4][INHIBITOR][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000196557	O95180	CACNA1H	calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:HGNC Symbol;Acc:1395]	protein_coding	16	1203241	1271771	1	ensembl_havana	6	ENST00000348261|ENST00000565831|ENST00000358590	ENSP00000334198|ENSP00000455840|ENSP00000351401	CAC1H_HUMAN	DIRECT	CHEMBL2362995	SWISS-PROT	PROTEIN FAMILY	Voltage-gated T-type calcium channel	BLOCKER	CHEMBL797 [PHENSUXIMIDE][4][BLOCKER][Small molecule]|CHEMBL1100 [PARAMETHADIONE][4][BLOCKER][Small molecule]|CHEMBL697 [METHSUXIMIDE][4][BLOCKER][Small molecule]|CHEMBL696 [ETHOSUXIMIDE][4][BLOCKER][Small molecule]|CHEMBL695 [TRIMETHADIONE][4][BLOCKER][Small molecule]|CHEMBL1534525 [MIBEFRADIL DIHYDROCHLORIDE][4][BLOCKER][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196557	O95180	CACNA1H	calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:HGNC Symbol;Acc:1395]	protein_coding	16	1203241	1271771	1	ensembl_havana	6	ENST00000348261|ENST00000565831|ENST00000358590	ENSP00000334198|ENSP00000455840|ENSP00000351401	CAC1H_HUMAN	DIRECT	CHEMBL2363032	SWISS-PROT	PROTEIN COMPLEX GROUP	Voltage-gated calcium channel	BLOCKER|MODULATOR	CHEMBL1200382 [BEPRIDIL HYDROCHLORIDE][4][BLOCKER][Small molecule]|CHEMBL1059 [PREGABALIN][4][MODULATOR][Small molecule]|CHEMBL940 [GABAPENTIN][4][MODULATOR][Small molecule]|CHEMBL1628502 [GABAPENTIN ENACARBIL][4][MODULATOR][Small molecule]|CHEMBL593430 [ATAGABALIN][2][MODULATOR][Small molecule]|CHEMBL2103836 [IMAGABALIN][3][MODULATOR][Small molecule]|CHEMBL404849 [SULOCTIDIL][4][BLOCKER][Small molecule]|CHEMBL539770 [TERODILINE HYDROCHLORIDE][4][BLOCKER][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196569	P24043	LAMA2	laminin, alpha 2 [Source:HGNC Symbol;Acc:6482]	protein_coding	6	129204342	129837714	1	ensembl_havana	7	ENST00000421865	ENSP00000400365	LAMA2_HUMAN	DIRECT	CHEMBL2364187	SWISS-PROT	PROTEIN COMPLEX GROUP	Laminin	HYDROLYTIC ENZYME	CHEMBL2095222 [OCRIPLASMIN][4][HYDROLYTIC ENZYME][Enzyme]	4	1	BIO_MOL	ORIGINAL
ENSG00000196591	Q92769	HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:4853]	protein_coding	6	114254192	114332472	-1	ensembl_havana	7	ENST00000519065	ENSP00000430432	HDAC2_HUMAN	DIRECT	CHEMBL1937	SWISS-PROT	SINGLE PROTEIN	Histone deacetylase 2	INHIBITOR	CHEMBL98 [VORINOSTAT][4][INHIBITOR][Small molecule]|CHEMBL272980 [MOCETINOSTAT][2][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196591	Q92769	HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:4853]	protein_coding	6	114254192	114332472	-1	ensembl_havana	7	ENST00000519065	ENSP00000430432	HDAC2_HUMAN	DIRECT	CHEMBL2093865	SWISS-PROT	PROTEIN FAMILY	Histone deacetylase	INHIBITOR	CHEMBL343448 [ROMIDEPSIN][4][INHIBITOR][Protein]|CHEMBL408513 [BELINOSTAT][4][INHIBITOR][Small molecule]|CHEMBL3545368 [PANOBINOSTAT LACTATE][4][INHIBITOR][Small molecule]|CHEMBL598797 [CUDC-101][1][INHIBITOR][Small molecule]|CHEMBL3622533 [FIMEPINOSTAT][2][INHIBITOR][Small molecule]|CHEMBL235191 [TACEDINALINE][3][INHIBITOR][Small molecule]|CHEMBL27759 [ENTINOSTAT][3][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000196600	Q6T423	SLC22A25	solute carrier family 22, member 25 [Source:HGNC Symbol;Acc:32935]	protein_coding	11	62931248	62997124	-1	ensembl_havana	8	ENST00000306494	ENSP00000307443	S22AP_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
